"","Zona","Provincia","Canton","Distrito","Circuito","Fecha Infraccion","Hora Infraccion","tipo_muert_matriz","Edad","Sexo","Estado Civil","Nacionalidad"
"644","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","03/03/2014","23:40","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"645","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","MONTALVO","04/02/2014","0:00","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"646","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","12/01/2014","6:00","Asesinatos","37","MASCULINO","CASADO","ECUADOR"
"647","ZONA 2","ORELLANA","LA_JOYA_DE_LOS_SACHAS","LA JOYA DE LOS SACHAS","SAN SEBASTIAN","23/01/2014","6:00","Homicidios","29","MASCULINO","CASADO","ECUADOR"
"648","ZONA 4","MANABI","TOSAGUA","ROCAFUERTE","LA FLORIDA","02/04/2014","10:00","Homicidios","56","FEMENINO","DIVORCIADO","ECUADOR"
"649","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","MONTE SINAI","05/08/2014","9:00","Asesinatos","60","MASCULINO","SOLTERO","ECUADOR"
"650","ZONA 7","EL_ORO","MACHALA","MACHALA","9 DE MAYO","28/01/2014","20:30","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"651","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR SUR","04/03/2014","4:00","Asesinatos","40","MASCULINO","SOLTERO","ECUADOR"
"652","ZONA 7","EL_ORO","MACHALA","MACHALA","CRISTO DEL CONSUELO","28/04/2014","20:10","Asesinatos","","MASCULINO","NO DETERMINADO","PERU"
"653","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","DIVINO NIÑO","05/01/2014","12:00","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"654","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","PASCUALES","29/01/2014","19:30","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"655","ZONA 1","SUCUMBIOS","SHUSHUFINDI","SHUSHUFINDI","LIMONCOCHA","03/02/2014","18:30","Homicidios","42","MASCULINO","CASADO","ECUADOR"
"656","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","CONTROL","20/01/2014","11:00","Asesinatos","67","MASCULINO","SOLTERO","ECUADOR"
"657","ZONA 9","PICHINCHA","QUITO","QUITUMBE","QUITUMBE","13/04/2014","12:10","Homicidios","72","MASCULINO","CASADO","ECUADOR"
"658","ZONA 4","MANABI","PICHINCHA","PICHINCHA","BARRAGANETE","13/04/2014","11:00","Asesinatos","30","MASCULINO","UNION LIBRE","ECUADOR"
"659","ZONA 5","SANTA_ELENA","SALINAS","LIBERTAD SALINAS","SALINAS CENTRO","15/02/2014","20:50","Asesinatos","39","MASCULINO","SOLTERO","ECUADOR"
"660","ZONA 7","EL_ORO","MACHALA","MACHALA","PAEZ","16/03/2014","1:00","Asesinatos","32","MASCULINO","CASADO","ECUADOR"
"661","ZONA 4","MANABI","MANTA","MANTA","TARQUI","10/01/2014","21:30","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"662","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","ORQUIDEAS","15/01/2014","0:40","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"663","ZONA 2","PICHINCHA","PEDRO_VICENTE_MALDONADO","NOROCCIDENTE","MALDONADO","08/02/2014","10:00","Asesinatos","14","MASCULINO","SOLTERO","ECUADOR"
"664","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","ESTEROS","05/03/2014","1:15","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"665","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","PORTETE","20/01/2014","18:30","Asesinatos","36","MASCULINO","SOLTERO","ECUADOR"
"666","ZONA 4","MANABI","MANTA","MANTA","TARQUI","27/03/2014","21:15","Homicidios","27","MASCULINO","SOLTERO","ECUADOR"
"667","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","15/01/2014","","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"668","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","CONTROL","07/04/2014","19:30","Asesinatos","41","MASCULINO","SOLTERO","ECUADOR"
"669","ZONA 2","NAPO","TENA","TENA","MISAHUALLI","04/08/2014","19:30","Homicidios","58","MASCULINO","CASADO","ECUADOR"
"670","ZONA 8","GUAYAS","GUAYAQUIL","MODELO","URDESA","21/01/2014","12:15","Asesinatos","51","MASCULINO","SOLTERO","ECUADOR"
"671","ZONA 5","LOS_RIOS","VINCES","VINCES","BALZAR DE VINCES","11/01/2014","19:10","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"672","ZONA 1","IMBABURA","OTAVALO","VALLE DEL AMANECER","LA CASCADA","05/08/2014","9:30","Homicidios","37","FEMENINO","CASADO","ECUADOR"
"673","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVO GUAYAQUIL","06/08/2014","21:20","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"674","ZONA 3","PASTAZA","ARAJUNO","ARAJUNO","ARAJUNO SELVA","04/04/2014","10:00","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"675","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","DIVINO NIÑO","05/01/2014","0:05","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"676","ZONA 8","GUAYAS","DURAN","DURAN","RECREO","08/03/2014","3:00","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"677","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","MARTHA DE ROLDOS","02/01/2014","16:00","Homicidios","53","FEMENINO","SOLTERO","ECUADOR"
"678","ZONA 3","PASTAZA","ARAJUNO","ARAJUNO","ARAJUNO SELVA","04/04/2014","10:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"679","ZONA 5","LOS_RIOS","VINCES","VINCES","BALZAR DE VINCES","24/02/2014","17:45","Homicidios","34","FEMENINO","SOLTERO","ECUADOR"
"680","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","DIVINO NIÑO","18/01/2014","23:30","Asesinatos","32","MASCULINO","SOLTERO","ECUADOR"
"681","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","LA VALDRAMINA","24/04/2014","21:40","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"682","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","PASCUALES","08/03/2014","20:00","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"683","ZONA 9","PICHINCHA","QUITO","LA DELICIA","LA BOTA","08/03/2014","23:00","Homicidios","29","MASCULINO","SOLTERO","ECUADOR"
"684","ZONA 6","MORONA_SANTIAGO","MORONA","MORONA","MACAS","10/01/2014","13:25","Asesinatos","16","MASCULINO","SOLTERO","ECUADOR"
"685","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","CONTROL","26/04/2014","13:30","Asesinatos","34","MASCULINO","DIVORCIADO","ECUADOR"
"686","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","08/03/2014","23:30","Asesinatos","31","FEMENINO","SOLTERO","ECUADOR"
"687","ZONA 7","EL_ORO","MACHALA","MACHALA","RAYITO DE LUZ","04/01/2014","6:00","Homicidios","31","MASCULINO","SOLTERO","COLOMBIA"
"688","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","MATA DE CACAO","01/02/2014","21:30","Homicidios","62","MASCULINO","SOLTERO","ECUADOR"
"689","ZONA 8","GUAYAS","GUAYAQUIL","PROGRESO","PROGRESO","10/03/2014","20:40","Asesinatos","17","FEMENINO","SOLTERO","ECUADOR"
"690","ZONA 2","PICHINCHA","PUERTO_QUITO","NOROCCIDENTE","PUERTO QUITO NORTE","26/04/2014","17:55","Homicidios","57","MASCULINO","SOLTERO","ECUADOR"
"691","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","SABANA","31/01/2014","14:00","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"692","ZONA 4","MANABI","PEDERNALES","PEDERNALES","PEDERNALES NORTE","07/05/2014","8:30","Asesinatos","36","MASCULINO","SOLTERO","ECUADOR"
"693","ZONA 3","COTOPAXI","LA_MANA","LA MANA","LA MANA SUR","14/01/2014","7:30","Asesinatos","23","FEMENINO","SOLTERO","ECUADOR"
"694","ZONA 3","COTOPAXI","LA_MANA","LA MANA","LA MANA SUR","14/01/2014","7:30","Asesinatos","37","FEMENINO","SOLTERO","ECUADOR"
"695","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","LA VALDRAMINA","27/04/2014","3:35","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"696","ZONA 3","COTOPAXI","LATACUNGA","LATACUNGA","BETHLEMITAS","21/01/2014","7:50","Asesinatos","12","FEMENINO","SOLTERO","ECUADOR"
"697","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","UNIVERSITARIO","12/03/2014","1:30","Homicidios","22","FEMENINO","SOLTERO","ECUADOR"
"698","ZONA 5","GUAYAS","EL_EMPALME","EL EMPALME","EMPALME CENTRO","12/02/2014","0:00","Homicidios","67","FEMENINO","SOLTERO","ECUADOR"
"699","ZONA 4","MANABI","BOLIVAR","BOLIVAR JUNIN","CALCETA SUR","28/07/2014","0:00","Asesinatos","37","MASCULINO","SOLTERO","ECUADOR"
"700","ZONA 1","ESMERALDAS","ATACAMES","ATACAMES","TONCHIGUE","07/08/2014","0:00","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"701","ZONA 4","MANABI","MANTA","MANTA","TARQUI","22/03/2014","13:14","Asesinatos","30","FEMENINO","CASADO","ECUADOR"
"702","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","MATA DE CACAO","28/02/2014","21:45","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"703","ZONA 6","MORONA_SANTIAGO","SUCUA","CENTRO SUR","SUCUA","11/03/2014","14:30","Asesinatos","59","FEMENINO","CASADO","ECUADOR"
"704","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","GALO PLAZA","07/08/2014","21:35","Asesinatos","44","MASCULINO","CASADO","ECUADOR"
"705","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","BELLAVISTA NORTE","08/08/2014","0:00","Homicidios","25","MASCULINO","SOLTERO","ECUADOR"
"706","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO ESTE","06/08/2014","21:30","Asesinatos","38","MASCULINO","CASADO","ECUADOR"
"707","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","BATALLON DEL SUBURBIO","08/08/2014","2:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"708","ZONA 3","CHIMBORAZO","RIOBAMBA","RIOBAMBA","PUNIN","08/08/2014","12:00","Asesinatos","2","FEMENINO","SOLTERO","ECUADOR"
"709","ZONA 8","GUAYAS","SAMBORONDON","SAMBORONDON","TARIFA","08/08/2014","11:15","Homicidios","19","FEMENINO","SOLTERO","ECUADOR"
"710","ZONA 8","GUAYAS","GUAYAQUIL","PROGRESO","POSORJA","09/08/2014","6:30","Homicidios","18","MASCULINO","SOLTERO","ECUADOR"
"711","ZONA 1","ESMERALDAS","QUININDE","QUININDE","LA SEXTA","08/08/2014","13:00","Asesinatos","44","MASCULINO","SOLTERO","ECUADOR"
"712","ZONA 6","AZUAY","CUENCA","CUENCA SUR","MONAY","09/08/2014","5:00","Homicidios","30","MASCULINO","CASADO","ECUADOR"
"713","ZONA 5","LOS_RIOS","URDANETA","PUEBLOVIEJO","PIJULLO","09/08/2014","17:40","Asesinatos","20","FEMENINO","SOLTERO","ECUADOR"
"714","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","FLORIDA","10/08/2014","2:20","Sicariatos","34","MASCULINO","UNION LIBRE","ECUADOR"
"715","ZONA 1","CARCHI","TULCAN","TULCAN","JULIO ANDRADE","08/08/2014","22:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"716","ZONA 4","MANABI","PORTOVIEJO","PORTOVIEJO","EL FLORON","10/08/2014","20:30","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"717","ZONA 6","AZUAY","CUENCA","CUENCA SUR","QUINGEO","10/08/2014","23:20","Asesinatos","16","MASCULINO","SOLTERO","ECUADOR"
"718","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","LA_CONCORDIA","LA CONCORDIA","MONTE REY","10/08/2014","4:00","Sicariatos","21","MASCULINO","SOLTERO","ECUADOR"
"719","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","SALINAS","23/02/2014","11:00","Homicidios","45","MASCULINO","CASADO","ECUADOR"
"720","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","GENERAL FARFAN","11/08/2014","17:00","Asesinatos","45","MASCULINO","CASADO","ECUADOR"
"721","ZONA 3","CHIMBORAZO","RIOBAMBA","RIOBAMBA","PUCARA","12/08/2014","8:00","Femicidios","39","FEMENINO","CASADO","ECUADOR"
"722","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","CRISTO DEL CONSUELO","16/02/2014","0:30","Asesinatos","16","FEMENINO","SOLTERO","ECUADOR"
"723","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","ESTEROS","13/08/2014","5:10","Asesinatos","53","MASCULINO","CASADO","ECUADOR"
"724","ZONA 5","GUAYAS","SALITRE","SALITRE","SALITRE NORTE","25/04/2014","10:00","Asesinatos","41","FEMENINO","SOLTERO","ECUADOR"
"725","ZONA 4","MANABI","MANTA","MANTA","CENTRO","13/08/2014","20:30","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"726","ZONA 1","IMBABURA","IBARRA","CIUDAD BLANCA","COMPLEJO DEPORTIVO","13/08/2014","12:00","Asesinatos","22","FEMENINO","SOLTERO","ECUADOR"
"727","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","LA MERCED","18/02/2014","8:00","Homicidios","14","MASCULINO","UNION LIBRE","ECUADOR"
"728","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","13/08/2014","10:15","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"729","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","12/01/2014","3:30","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"730","ZONA 8","GUAYAS","GUAYAQUIL","MODELO","URDESA","14/08/2014","1:00","Asesinatos","52","MASCULINO","CASADO","ECUADOR"
"731","ZONA 3","PASTAZA","PASTAZA","PASTAZA","FATIMA","14/08/2014","11:00","Asesinatos","72","MASCULINO","CASADO","ECUADOR"
"732","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","PALESTINA","13/08/2014","16:20","Asesinatos","53","MASCULINO","SOLTERO","ECUADOR"
"733","ZONA 8","GUAYAS","GUAYAQUIL","CEIBOS","CHONGON","14/08/2014","17:00","Homicidios","50","MASCULINO","SOLTERO","ECUADOR"
"734","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","PALESTINA","13/08/2014","16:00","Asesinatos","20","MASCULINO","NO DETERMINADO","ECUADOR"
"735","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","PALESTINA","13/08/2014","16:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"736","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","PALESTINA","13/08/2014","16:00","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"737","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","PALESTINA","13/08/2014","16:00","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"738","ZONA 8","GUAYAS","SAMBORONDON","SAMBORONDON","TARIFA","15/08/2014","17:30","Asesinatos","58","MASCULINO","SOLTERO","ECUADOR"
"739","ZONA 1","ESMERALDAS","QUININDE","QUININDE","MALIMPIA","15/08/2014","23:00","Homicidios","27","MASCULINO","SOLTERO","ECUADOR"
"740","ZONA 3","CHIMBORAZO","ALAUSI","ALAUSI","HUIGRA","15/08/2014","12:10","Asesinatos","60","MASCULINO","CASADO","ECUADOR"
"741","ZONA 9","PICHINCHA","QUITO","LA DELICIA","CARCELEN","16/08/2014","3:00","Homicidios","25","MASCULINO","UNION LIBRE","ECUADOR"
"742","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","CHIMBACALLE","17/08/2014","21:00","Homicidios","43","MASCULINO","CASADO","ECUADOR"
"743","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","PORTETE","17/08/2014","6:00","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"744","ZONA 5","GUAYAS","ALFREDO_BAQUERIZO_MORENO_(_JUJAN_)","JUJAN SIMON BOLIVAR","JUJAN OESTE","17/08/2014","16:00","Homicidios","30","FEMENINO","SOLTERO","ECUADOR"
"745","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","MONTALVO","17/08/2014","17:00","Asesinatos","40","MASCULINO","CASADO","ECUADOR"
"746","ZONA 1","IMBABURA","OTAVALO","VALLE DEL AMANECER","GONZALEZ","17/08/2014","23:30","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"747","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","PASCUALES","19/08/2014","5:00","Femicidios","22","FEMENINO","SOLTERO","ECUADOR"
"748","ZONA 1","ESMERALDAS","QUININDE","QUININDE","VICHE","19/08/2014","6:00","Asesinatos","80","MASCULINO","SOLTERO","ECUADOR"
"749","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","BELLAVISTA NORTE","19/08/2014","19:40","Homicidios","34","MASCULINO","SOLTERO","ECUADOR"
"750","ZONA 8","GUAYAS","GUAYAQUIL","PROGRESO","POSORJA","19/08/2014","11:00","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"751","ZONA 5","GUAYAS","EL_EMPALME","EL EMPALME","EMPALME CENTRO","19/08/2014","23:30","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"752","ZONA 2","PICHINCHA","MEJIA","RUMIÑAHUI - MEJIA","PASOCHOA","17/08/2014","23:01","Asesinatos","14","MASCULINO","SOLTERO","ECUADOR"
"753","ZONA 5","BOLIVAR","CHIMBO","SAN MIGUEL","MAGDALENA","13/08/2014","6:00","Asesinatos","59","MASCULINO","DIVORCIADO","ECUADOR"
"754","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","SUBURBIO","21/08/2014","22:30","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"755","ZONA 4","MANABI","MANTA","MANTA","LOS ESTEROS","22/08/2014","15:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"756","ZONA 9","PICHINCHA","QUITO","LA DELICIA","LA BOTA","23/08/2014","12:10","Homicidios","32","MASCULINO","SOLTERO","ECUADOR"
"757","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","CISNE","23/08/2014","22:09","Sicariatos","35","MASCULINO","SOLTERO","ECUADOR"
"758","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","AIRE LIBRE","24/08/2014","6:30","Femicidios","37","FEMENINO","SOLTERO","ECUADOR"
"759","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVA PROSPERINA","23/08/2014","11:35","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"760","ZONA 9","PICHINCHA","QUITO","QUITUMBE","QUITUMBE","24/08/2014","3:30","Homicidios","33","MASCULINO","SOLTERO","ECUADOR"
"761","ZONA 5","LOS_RIOS","URDANETA","PUEBLOVIEJO","RICAURTE","23/08/2014","11:00","Asesinatos","","MASCULINO","NO DETERMINADO","NO DETERMINADO"
"762","ZONA 1","IMBABURA","OTAVALO","VALLE DEL AMANECER","LA CASCADA","24/08/2014","23:00","Asesinatos","34","MASCULINO","CASADO","ECUADOR"
"763","ZONA 5","GUAYAS","MILAGRO","MILAGRO","CENTRO","24/08/2014","22:00","Homicidios","36","MASCULINO","SOLTERO","ECUADOR"
"764","ZONA 3","COTOPAXI","SAN_MIGUEL_DE_SALCEDO","SALCEDO","MULALILLO","26/08/2014","4:00","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"765","ZONA NO DELIMITADA","CANAR","EL_PIEDRERO","EL PIEDRERO","EL PIEDRERO","20/08/2014","9:20","Asesinatos","52","MASCULINO","CASADO","ECUADOR"
"766","ZONA 4","MANABI","SANTA_ANA","24 DE MAYO","SAN PABLO DE PUEBLO NUEVO","26/08/2014","20:30","Asesinatos","48","MASCULINO","SOLTERO","ECUADOR"
"767","ZONA 9","PICHINCHA","QUITO","MANUELA SAENZ","SAN JUAN","25/08/2014","4:00","Homicidios","34","MASCULINO","SOLTERO","ECUADOR"
"768","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","SAN ISIDRO DEL INCA","27/08/2014","19:40","Homicidios","46","FEMENINO","DIVORCIADO","ECUADOR"
"769","ZONA 5","GUAYAS","NOBOL","DAULE","NOBOL","14/08/2014","0:00","Femicidios","51","FEMENINO","NO DETERMINADO","ECUADOR"
"770","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","LA TOLITA","29/08/2014","1:00","Femicidios","24","FEMENINO","SOLTERO","ECUADOR"
"771","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","LA MERCED","29/08/2014","8:34","Asesinatos","28","MASCULINO","CASADO","ECUADOR"
"772","ZONA 9","PICHINCHA","QUITO","CALDERON","CARAPUNGO","30/08/2014","12:10","Homicidios","25","MASCULINO","SOLTERO","ECUADOR"
"773","ZONA 9","PICHINCHA","QUITO","MANUELA SAENZ","CENTRO HISTORICO","30/08/2014","21:47","Homicidios","20","MASCULINO","SOLTERO","ECUADOR"
"774","ZONA 6","AZUAY","CUENCA","CUENCA SUR","YANUNCAY","30/08/2014","22:00","Homicidios","37","FEMENINO","SOLTERO","ECUADOR"
"775","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","CRISTO DEL CONSUELO","30/08/2014","23:30","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"776","ZONA 9","PICHINCHA","QUITO","MANUELA SAENZ","CENTRO HISTORICO","31/08/2014","12:30","Homicidios","20","MASCULINO","SOLTERO","ECUADOR"
"777","ZONA 1","IMBABURA","IBARRA","CIUDAD BLANCA","LA FLORIDA","30/08/2014","10:06","Homicidios","43","MASCULINO","NO DETERMINADO","COLOMBIA"
"778","ZONA 9","PICHINCHA","QUITO","CALDERON","CARAPUNGO","31/08/2014","5:20","Homicidios","25","MASCULINO","CASADO","ECUADOR"
"779","ZONA 6","AZUAY","CUENCA","CUENCA NORTE","MACHANGARA","31/08/2014","4:30","Homicidios","26","MASCULINO","CASADO","ECUADOR"
"780","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","31/08/2014","8:15","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"781","ZONA 1","ESMERALDAS","ELOY_ALFARO","ELOY ALFARO","BORBON","30/08/2014","10:00","Asesinatos","36","MASCULINO","UNION LIBRE","ECUADOR"
"782","ZONA 7","LOJA","LOJA","LOJA","EL VALLE","30/08/2014","2:00","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"783","ZONA 1","ESMERALDAS","ATACAMES","ATACAMES","ATACAMES","31/08/2014","6:00","Homicidios","24","FEMENINO","SOLTERO","ECUADOR"
"784","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","31/08/2014","17:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"785","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","31/08/2014","23:50","Sicariatos","46","MASCULINO","DIVORCIADO","ECUADOR"
"786","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","NUEVO SUCUMBIOS","03/09/2014","1:30","Homicidios","22","MASCULINO","SOLTERO","ECUADOR"
"787","ZONA 8","GUAYAS","DURAN","DURAN","LA HERRADURA","10/08/2014","4:00","Homicidios","35","MASCULINO","CASADO","ECUADOR"
"788","ZONA 3","CHIMBORAZO","CHUNCHI","ALAUSI","CHUNCHI","17/07/2014","9:00","Homicidios","50","MASCULINO","VIUDO","ECUADOR"
"789","ZONA 7","EL_ORO","MACHALA","MACHALA","JAMBELI CENTRO","04/09/2014","5:40","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"790","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","MONTE SINAI","01/09/2014","19:00","Homicidios","25","MASCULINO","SOLTERO","ECUADOR"
"791","ZONA 4","MANABI","JAMA","PEDERNALES","JAMA","03/09/2014","20:40","Asesinatos","42","MASCULINO","UNION LIBRE","ECUADOR"
"792","ZONA 4","MANABI","JAMA","PEDERNALES","JAMA","03/09/2014","8:30","Asesinatos","38","MASCULINO","SOLTERO","ECUADOR"
"793","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","MATA DE CACAO","05/09/2014","2:00","Femicidios","24","FEMENINO","SOLTERO","ECUADOR"
"794","ZONA 2","PICHINCHA","PEDRO_MONCAYO","CAYAMBE","TABACUNDO","05/09/2014","3:00","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"795","ZONA 1","CARCHI","TULCAN","TULCAN","TUFIÑO","02/09/2014","18:00","Homicidios","54","MASCULINO","CASADO","ECUADOR"
"796","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","MATA DE CACAO","06/09/2014","4:00","Asesinatos","34","MASCULINO","UNION LIBRE","ECUADOR"
"797","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","BELLAVISTA NORTE","07/09/2014","6:00","Homicidios","63","MASCULINO","SOLTERO","ECUADOR"
"798","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","VICTORIA","05/09/2014","18:53","Asesinatos","50","MASCULINO","CASADO","ECUADOR"
"799","ZONA 9","PICHINCHA","QUITO","QUITUMBE","GUAMANI","07/09/2014","10:00","Homicidios","28","MASCULINO","SOLTERO","ECUADOR"
"800","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","COCHAPAMBA","07/09/2014","12:15","Homicidios","39","MASCULINO","SOLTERO","ECUADOR"
"801","ZONA 9","PICHINCHA","QUITO","QUITUMBE","QUITUMBE","07/09/2014","6:00","Homicidios","38","MASCULINO","SOLTERO","ECUADOR"
"802","ZONA 5","LOS_RIOS","VENTANAS","VENTANAS","ZAPOTAL","07/09/2014","6:00","Homicidios","21","MASCULINO","SOLTERO","ECUADOR"
"803","ZONA 7","LOJA","QUILANGA","CALVAS","SAN ANTONIO DE LAS ARADAS","07/09/2014","0:10","Homicidios","37","MASCULINO","CASADO","ECUADOR"
"804","ZONA 4","MANABI","MANTA","MANTA","CENTRO","07/09/2014","12:00","Asesinatos","51","MASCULINO","SOLTERO","ECUADOR"
"805","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA NORTE","07/09/2014","23:00","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"806","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","COLECTIVA","07/09/2014","22:30","Homicidios","30","MASCULINO","SOLTERO","ECUADOR"
"807","ZONA 5","GUAYAS","SALITRE","SALITRE","SALITRE NORTE","07/09/2014","6:00","Homicidios","25","MASCULINO","SOLTERO","ECUADOR"
